app/registration-hub.tsx(70,3): error TS2300: Duplicate identifier 'custom_answers'.
reference/design-references/v0-mockups/components/ui/alert.tsx(2,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/alert.tsx(4,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/aspect-ratio.tsx(3,39): error TS2307: Cannot find module '@radix-ui/react-aspect-ratio' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/avatar.tsx(4,34): error TS2307: Cannot find module '@radix-ui/react-avatar' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/avatar.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/badge.tsx(3,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/badge.tsx(5,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/breadcrumb.tsx(3,46): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/breadcrumb.tsx(5,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/button-group.tsx(2,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/button-group.tsx(4,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/button-group.tsx(5,27): error TS2307: Cannot find module '@/components/ui/separator' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/button.tsx(3,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/button.tsx(5,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/calendar.tsx(8,8): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/calendar.tsx(9,60): error TS2307: Cannot find module 'react-day-picker' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/calendar.tsx(11,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/calendar.tsx(12,40): error TS2307: Cannot find module '@/components/ui/button' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/calendar.tsx(39,31): error TS7006: Parameter 'date' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/calendar.tsx(128,18): error TS7031: Binding element 'className' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/calendar.tsx(128,29): error TS7031: Binding element 'rootRef' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/calendar.tsx(138,21): error TS7031: Binding element 'className' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/calendar.tsx(138,32): error TS7031: Binding element 'orientation' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/calendar.tsx(159,24): error TS7031: Binding element 'children' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/card.tsx(3,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/carousel.tsx(6,8): error TS2307: Cannot find module 'embla-carousel-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/carousel.tsx(7,39): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/carousel.tsx(9,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/carousel.tsx(10,24): error TS2307: Cannot find module '@/components/ui/button' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/chart.tsx(4,36): error TS2307: Cannot find module 'recharts' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/chart.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/chart.tsx(182,23): error TS7006: Parameter 'item' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/chart.tsx(182,29): error TS7006: Parameter 'index' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/chart.tsx(278,21): error TS7006: Parameter 'item' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/checkbox.tsx(4,36): error TS2307: Cannot find module '@radix-ui/react-checkbox' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/checkbox.tsx(5,27): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/checkbox.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/collapsible.tsx(3,39): error TS2307: Cannot find module '@radix-ui/react-collapsible' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/command.tsx(4,45): error TS2307: Cannot find module 'cmdk' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/command.tsx(5,28): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/command.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/command.tsx(14,8): error TS2307: Cannot find module '@/components/ui/dialog' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/context-menu.tsx(4,39): error TS2307: Cannot find module '@radix-ui/react-context-menu' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/context-menu.tsx(5,57): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/context-menu.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/dialog.tsx(4,34): error TS2307: Cannot find module '@radix-ui/react-dialog' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/dialog.tsx(5,23): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/dialog.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/drawer.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/dropdown-menu.tsx(4,40): error TS2307: Cannot find module '@radix-ui/react-dropdown-menu' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/dropdown-menu.tsx(5,57): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/dropdown-menu.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/empty.tsx(1,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/empty.tsx(3,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/field.tsx(4,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/field.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/field.tsx(7,23): error TS2307: Cannot find module '@/components/ui/label' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/field.tsx(8,27): error TS2307: Cannot find module '@/components/ui/separator' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/form.tsx(4,33): error TS2307: Cannot find module '@radix-ui/react-label' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/form.tsx(14,8): error TS2307: Cannot find module 'react-hook-form' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/form.tsx(16,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/form.tsx(17,23): error TS2307: Cannot find module '@/components/ui/label' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/hover-card.tsx(4,37): error TS2307: Cannot find module '@radix-ui/react-hover-card' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/hover-card.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-group.tsx(3,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-group.tsx(5,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-group.tsx(6,24): error TS2307: Cannot find module '@/components/ui/button' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-group.tsx(7,23): error TS2307: Cannot find module '@/components/ui/input' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-group.tsx(8,26): error TS2307: Cannot find module '@/components/ui/textarea' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-otp.tsx(4,43): error TS2307: Cannot find module 'input-otp' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-otp.tsx(5,27): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-otp.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/input-otp.tsx(47,61): error TS2339: Property 'slots' does not exist on type '{}'.
reference/design-references/v0-mockups/components/ui/input.tsx(3,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/item.tsx(3,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/item.tsx(5,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/item.tsx(6,27): error TS2307: Cannot find module '@/components/ui/separator' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/kbd.tsx(1,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/label.tsx(4,33): error TS2307: Cannot find module '@radix-ui/react-label' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/label.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/menubar.tsx(4,35): error TS2307: Cannot find module '@radix-ui/react-menubar' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/menubar.tsx(5,57): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/menubar.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/navigation-menu.tsx(2,42): error TS2307: Cannot find module '@radix-ui/react-navigation-menu' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/navigation-menu.tsx(3,21): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/navigation-menu.tsx(4,33): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/navigation-menu.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/pagination.tsx(6,8): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/pagination.tsx(8,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/pagination.tsx(9,40): error TS2307: Cannot find module '@/components/ui/button' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/pagination.tsx(75,7): error TS2783: 'size' is specified more than once, so this usage will be overwritten.
reference/design-references/v0-mockups/components/ui/pagination.tsx(92,7): error TS2783: 'size' is specified more than once, so this usage will be overwritten.
reference/design-references/v0-mockups/components/ui/popover.tsx(4,35): error TS2307: Cannot find module '@radix-ui/react-popover' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/popover.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/progress.tsx(4,36): error TS2307: Cannot find module '@radix-ui/react-progress' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/progress.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/radio-group.tsx(4,38): error TS2307: Cannot find module '@radix-ui/react-radio-group' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/radio-group.tsx(5,28): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/radio-group.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/resizable.tsx(4,34): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/resizable.tsx(5,37): error TS2307: Cannot find module 'react-resizable-panels' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/resizable.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/scroll-area.tsx(4,38): error TS2307: Cannot find module '@radix-ui/react-scroll-area' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/scroll-area.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/select.tsx(4,34): error TS2307: Cannot find module '@radix-ui/react-select' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/select.tsx(5,59): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/select.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/separator.tsx(4,37): error TS2307: Cannot find module '@radix-ui/react-separator' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/separator.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sheet.tsx(4,33): error TS2307: Cannot find module '@radix-ui/react-dialog' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sheet.tsx(5,23): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sheet.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(5,35): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(6,31): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(8,29): error TS2307: Cannot find module '@/hooks/use-mobile' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(9,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(10,24): error TS2307: Cannot find module '@/components/ui/button' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(11,23): error TS2307: Cannot find module '@/components/ui/input' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(12,27): error TS2307: Cannot find module '@/components/ui/separator' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(19,8): error TS2307: Cannot find module '@/components/ui/sheet' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(20,26): error TS2307: Cannot find module '@/components/ui/skeleton' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(26,8): error TS2307: Cannot find module '@/components/ui/tooltip' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sidebar.tsx(270,17): error TS7006: Parameter 'event' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/skeleton.tsx(1,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/slider.tsx(4,34): error TS2307: Cannot find module '@radix-ui/react-slider' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/slider.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sonner.tsx(3,26): error TS2307: Cannot find module 'next-themes' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/sonner.tsx(4,49): error TS2307: Cannot find module 'sonner' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/spinner.tsx(1,29): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/spinner.tsx(3,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/switch.tsx(4,34): error TS2307: Cannot find module '@radix-ui/react-switch' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/switch.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/table.tsx(5,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/tabs.tsx(4,32): error TS2307: Cannot find module '@radix-ui/react-tabs' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/tabs.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/textarea.tsx(3,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toast.tsx(4,34): error TS2307: Cannot find module '@radix-ui/react-toast' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toast.tsx(5,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toast.tsx(6,19): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toast.tsx(8,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toaster.tsx(3,26): error TS2307: Cannot find module '@/hooks/use-toast' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toaster.tsx(11,8): error TS2307: Cannot find module '@/components/ui/toast' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toaster.tsx(18,31): error TS7031: Binding element 'id' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/toaster.tsx(18,35): error TS7031: Binding element 'title' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/toaster.tsx(18,42): error TS7031: Binding element 'description' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/toaster.tsx(18,55): error TS7031: Binding element 'action' implicitly has an 'any' type.
reference/design-references/v0-mockups/components/ui/toggle-group.tsx(4,39): error TS2307: Cannot find module '@radix-ui/react-toggle-group' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toggle-group.tsx(5,35): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toggle-group.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toggle-group.tsx(8,32): error TS2307: Cannot find module '@/components/ui/toggle' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toggle.tsx(4,34): error TS2307: Cannot find module '@radix-ui/react-toggle' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toggle.tsx(5,40): error TS2307: Cannot find module 'class-variance-authority' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/toggle.tsx(7,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/tooltip.tsx(4,35): error TS2307: Cannot find module '@radix-ui/react-tooltip' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/tooltip.tsx(6,20): error TS2307: Cannot find module '@/lib/utils' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/use-toast.ts(6,53): error TS2307: Cannot find module '@/components/ui/toast' or its corresponding type declarations.
reference/design-references/v0-mockups/components/ui/use-toast.ts(158,22): error TS7006: Parameter 'open' implicitly has an 'any' type.
reference/design-references/v0-mockups/hooks/use-toast.ts(6,53): error TS2307: Cannot find module '@/components/ui/toast' or its corresponding type declarations.
reference/design-references/v0-mockups/hooks/use-toast.ts(158,22): error TS7006: Parameter 'open' implicitly has an 'any' type.
reference/design-references/v0-mockups/lib/utils.ts(1,39): error TS2307: Cannot find module 'clsx' or its corresponding type declarations.
reference/design-references/v0-mockups/lib/utils.ts(2,25): error TS2307: Cannot find module 'tailwind-merge' or its corresponding type declarations.
